METHOD	FULL_PATH	MODULE	AUTH	ROLE	CONTROLLER_HANDLER	SERVICE	NOTES
GET	/api/v1/admin/store-warehouse/stock-movements	admin	yes	admin|super_admin	inline-handler	-	store-warehouse-sub.routes.ts
GET	/api/v1/admin/stores	admin	yes	admin|super_admin	storeWarehouseController.listStores	store-warehouse.service	store-warehouse.routes.ts
POST	/api/v1/admin/stores	admin	yes	admin|super_admin	storeWarehouseController.createStore	store-warehouse.service	store-warehouse.routes.ts
DELETE	/api/v1/admin/stores/:id	admin	yes	admin|super_admin	storeWarehouseController.deleteStore	store-warehouse.service	store-warehouse.routes.ts
GET	/api/v1/admin/stores/:id	admin	yes	admin|super_admin	storeWarehouseController.getStore	store-warehouse.service	store-warehouse.routes.ts
PUT	/api/v1/admin/stores/:id	admin	yes	admin|super_admin	storeWarehouseController.updateStore	store-warehouse.service	store-warehouse.routes.ts
GET	/api/v1/admin/stores/performance	admin	yes	admin|super_admin	storeWarehouseController.getStorePerformance	store-warehouse.service	store-warehouse.routes.ts
GET	/api/v1/admin/stores/stats	admin	yes	admin|super_admin	storeWarehouseController.getStoreStats	store-warehouse.service	store-warehouse.routes.ts
GET	/api/v1/admin/support-chat/conversations	support-chat	yes	admin-jwt	controller.adminListConversations	support-chat.service	-
GET	/api/v1/admin/support-chat/conversations/:id	support-chat	yes	admin-jwt	controller.adminGetConversation	support-chat.service	-
GET	/api/v1/admin/support-chat/conversations/:id/context	support-chat	yes	admin-jwt	controller.adminGetConversationContext	support-chat.service	-
POST	/api/v1/admin/support-chat/conversations/:id/messages	support-chat	yes	admin-jwt	controller.adminSendMessage	support-chat.service	-
POST	/api/v1/admin/support-chat/conversations/:id/read	support-chat	yes	admin-jwt	controller.adminMarkRead	support-chat.service	-
PATCH	/api/v1/admin/support-chat/conversations/:id/status	support-chat	yes	admin-jwt	controller.adminUpdateStatus	support-chat.service	-
GET	/api/v1/admin/support/agents	admin	yes	admin|super_admin	supportCtrl.listAgents	admin.service	protectedRouter
GET	/api/v1/admin/support/canned-responses	admin	yes	admin|super_admin	supportCtrl.listCannedResponses	admin.service	protectedRouter
GET	/api/v1/admin/support/categories	admin	yes	admin|super_admin	supportCtrl.listCategories	admin.service	protectedRouter
GET	/api/v1/admin/support/faqs	admin	yes	admin|super_admin	supportCtrl.listFaqs	admin.service	protectedRouter
POST	/api/v1/admin/support/faqs	admin	yes	admin|super_admin	supportCtrl.createFaq	admin.service	protectedRouter
DELETE	/api/v1/admin/support/faqs/:id	admin	yes	admin|super_admin	supportCtrl.deleteFaq	admin.service	protectedRouter
PATCH	/api/v1/admin/support/faqs/:id	admin	yes	admin|super_admin	supportCtrl.updateFaq	admin.service	protectedRouter
GET	/api/v1/admin/support/feedback	admin	yes	admin|super_admin	supportCtrl.listFeedback	admin.service	protectedRouter
GET	/api/v1/admin/support/live-chats	admin	yes	admin|super_admin	supportCtrl.listLiveChats	admin.service	protectedRouter
POST	/api/v1/admin/support/live-chats/:id/accept	admin	yes	admin|super_admin	supportCtrl.acceptLiveChat	admin.service	protectedRouter
POST	/api/v1/admin/support/live-chats/:id/messages	admin	yes	admin|super_admin	supportCtrl.sendLiveChatMessage	admin.service	protectedRouter
GET	/api/v1/admin/support/sla-metrics	admin	yes	admin|super_admin	supportCtrl.getSlaMetrics	admin.service	protectedRouter
GET	/api/v1/admin/support/tickets	admin	yes	admin|super_admin	supportCtrl.listTickets	admin.service	protectedRouter
POST	/api/v1/admin/support/tickets	admin	yes	admin|super_admin	supportCtrl.createTicket	admin.service	protectedRouter
GET	/api/v1/admin/support/tickets/:id	admin	yes	admin|super_admin	supportCtrl.getTicketById	admin.service	protectedRouter
PATCH	/api/v1/admin/support/tickets/:id	admin	yes	admin|super_admin	supportCtrl.updateTicket	admin.service	protectedRouter
POST	/api/v1/admin/support/tickets/:id/assign	admin	yes	admin|super_admin	supportCtrl.assignTicket	admin.service	protectedRouter
POST	/api/v1/admin/support/tickets/:id/close	admin	yes	admin|super_admin	supportCtrl.closeTicket	admin.service	protectedRouter
POST	/api/v1/admin/support/tickets/:id/escalate	admin	yes	admin|super_admin	supportCtrl.escalateTicket	admin.service	protectedRouter
POST	/api/v1/admin/support/tickets/:id/notes	admin	yes	admin|super_admin	supportCtrl.addTicketNote	admin.service	protectedRouter
POST	/api/v1/admin/support/tickets/:id/redelivery	admin	yes	admin|super_admin	supportCtrl.redeliveryTicket	admin.service	protectedRouter
POST	/api/v1/admin/support/tickets/:id/refund	admin	yes	admin|super_admin	supportCtrl.refundTicket	admin.service	protectedRouter
GET	/api/v1/admin/system/advanced	admin	yes	admin|super_admin	controller.getAdvanced	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/advanced	admin	yes	admin|super_admin	controller.updateAdvanced	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/api-endpoints	admin	partial	admin|super_admin;permission-gated	inline-handler	-	MOCK/stub hardcoded success; inline on protectedRouter
GET	/api/v1/admin/system/api-keys	admin	yes	admin|super_admin	controller.listApiKeys	system-config.service	system-config.routes.ts
POST	/api/v1/admin/system/api-keys	admin	yes	admin|super_admin	controller.createApiKey	system-config.service	system-config.routes.ts
POST	/api/v1/admin/system/api-keys/:id/revoke	admin	yes	admin|super_admin	controller.revokeApiKey	system-config.service	system-config.routes.ts
POST	/api/v1/admin/system/api-keys/:id/rotate	admin	yes	admin|super_admin	controller.rotateApiKey	system-config.service	system-config.routes.ts
POST	/api/v1/admin/system/cache/clear	admin	partial	admin|super_admin;permission-gated	inline-handler	-	MOCK/stub hardcoded success; inline on protectedRouter
GET	/api/v1/admin/system/cache/stats	admin	partial	admin|super_admin;permission-gated	inline-handler	-	MOCK/stub hardcoded success; inline on protectedRouter
GET	/api/v1/admin/system/cron-jobs	admin	yes	admin|super_admin	controller.listCronJobs	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/cron-jobs/:jobId	admin	yes	admin|super_admin	controller.toggleCronJob	system-config.service	system-config.routes.ts
POST	/api/v1/admin/system/cron-jobs/:jobId/trigger	admin	yes	admin|super_admin	controller.triggerCronJob	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/delivery	admin	yes	admin|super_admin	controller.getDelivery	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/delivery	admin	yes	admin|super_admin	controller.updateDelivery	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/env-variables	admin	yes	admin|super_admin	controller.listEnvVariables	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/env-variables/:key	admin	yes	admin|super_admin	controller.updateEnvVariable	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/feature-flags	admin	yes	admin|super_admin	controller.listFeatureFlags	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/feature-flags/:id/toggle	admin	yes	admin|super_admin	controller.toggleFeatureFlag	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/general	admin	yes	admin|super_admin	controller.getGeneral	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/general	admin	yes	admin|super_admin	controller.updateGeneral	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/instances	admin	partial	admin|super_admin;permission-gated	inline-handler	-	MOCK/stub hardcoded success; inline on protectedRouter
POST	/api/v1/admin/system/instances/:id/restart	admin	partial	admin|super_admin;permission-gated	inline-handler	-	MOCK/stub hardcoded success; inline on protectedRouter
GET	/api/v1/admin/system/integrations	admin	yes	admin|super_admin	controller.listIntegrations	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/integrations/:id	admin	yes	admin|super_admin	controller.updateIntegration	system-config.service	system-config.routes.ts
POST	/api/v1/admin/system/integrations/:id/test	admin	yes	admin|super_admin	controller.testIntegration	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/logs	admin	partial	admin|super_admin;permission-gated	inline-handler	-	MOCK/stub hardcoded success; inline on protectedRouter
GET	/api/v1/admin/system/maintenance	admin	yes	admin|super_admin	controller.getMaintenanceMode	system-config.service	system-config.routes.ts
POST	/api/v1/admin/system/maintenance	admin	yes	admin|super_admin	controller.toggleMaintenanceMode	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/migrations	admin	partial	admin|super_admin;permission-gated	inline-handler	-	MOCK/stub hardcoded success; inline on protectedRouter
GET	/api/v1/admin/system/notifications	admin	yes	admin|super_admin	controller.getNotifications	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/notifications	admin	yes	admin|super_admin	controller.updateNotifications	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/payment-gateways	admin	yes	admin|super_admin	controller.listPaymentGateways	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/payment-gateways/:id	admin	yes	admin|super_admin	controller.updatePaymentGateway	system-config.service	system-config.routes.ts
GET	/api/v1/admin/system/performance	admin	partial	admin|super_admin;permission-gated	inline-handler	-	inline on protectedRouter
GET	/api/v1/admin/system/server-status	admin	partial	admin|super_admin;permission-gated	inline-handler	-	inline on protectedRouter
GET	/api/v1/admin/system/tax-settings	admin	yes	admin|super_admin	controller.getTax	system-config.service	system-config.routes.ts
PUT	/api/v1/admin/system/tax-settings	admin	yes	admin|super_admin	controller.updateTax	system-config.service	system-config.routes.ts
GET	/api/v1/admin/training-videos	admin	yes	admin|super_admin	trainingVideosCtrl.listTrainingVideos	admin.service	protectedRouter
POST	/api/v1/admin/training-videos	admin	yes	admin|super_admin	trainingVideosCtrl.createTrainingVideo	admin.service	protectedRouter
DELETE	/api/v1/admin/training-videos/:id	admin	yes	admin|super_admin	trainingVideosCtrl.deleteTrainingVideo	admin.service	protectedRouter
GET	/api/v1/admin/training-videos/:id	admin	yes	admin|super_admin	trainingVideosCtrl.getTrainingVideoById	admin.service	protectedRouter
PUT	/api/v1/admin/training-videos/:id	admin	yes	admin|super_admin	trainingVideosCtrl.updateTrainingVideo	admin.service	protectedRouter
GET	/api/v1/admin/training-videos/picker-progress	admin	yes	admin|super_admin	trainingVideosCtrl.getPickerProgress	admin.service	protectedRouter
GET	/api/v1/admin/users	admin	yes	admin|super_admin;permission-gated	usersController.getUsers	admin.service	protectedRouter
POST	/api/v1/admin/users	admin	yes	admin|super_admin;permission-gated	usersController.createUser	admin.service	protectedRouter
DELETE	/api/v1/admin/users/:id	admin	yes	admin|super_admin;permission-gated	usersController.deleteUser	admin.service	protectedRouter
GET	/api/v1/admin/users/:id	admin	yes	admin|super_admin;permission-gated	usersController.getUserById	admin.service	protectedRouter
PUT	/api/v1/admin/users/:id	admin	yes	admin|super_admin;permission-gated	usersController.updateUser	admin.service	protectedRouter
PUT	/api/v1/admin/users/:id/reset-password	admin	yes	admin|super_admin;permission-gated	usersController.resetPassword	admin.service	protectedRouter
PUT	/api/v1/admin/users/:id/role	admin	yes	admin|super_admin;permission-gated	usersController.assignRole	admin.service	protectedRouter
POST	/api/v1/admin/users/bulk	admin	yes	admin|super_admin;permission-gated	usersController.bulkUserAction	admin.service	protectedRouter
GET	/api/v1/admin/users/managers	admin	yes	admin|super_admin;permission-gated	masterDataController.listManagers	admin.service	protectedRouter
GET	/api/v1/admin/users/me	admin	yes	admin|super_admin	usersController.getCurrentUserProfile	admin.service	protectedRouter
GET	/api/v1/admin/vehicle-types	admin	yes	admin|super_admin	masterDataController.listVehicleTypes	master-data.service	master-data.routes.ts
POST	/api/v1/admin/vehicle-types	admin	yes	admin|super_admin	masterDataController.createVehicleType	master-data.service	master-data.routes.ts
DELETE	/api/v1/admin/vehicle-types/:id	admin	yes	admin|super_admin	masterDataController.deleteVehicleType	master-data.service	master-data.routes.ts
GET	/api/v1/admin/vehicle-types/:id	admin	yes	admin|super_admin	masterDataController.getVehicleType	master-data.service	master-data.routes.ts
PUT	/api/v1/admin/vehicle-types/:id	admin	yes	admin|super_admin	masterDataController.updateVehicleType	master-data.service	master-data.routes.ts
GET	/api/v1/admin/vendor/approvals	vendor	yes	admin-jwt	ctrl.listProcurementApprovals	vendor.service	-
POST	/api/v1/admin/vendor/approvals/:approvalId/approve	vendor	yes	admin-jwt	ctrl.approveProcurement	vendor.service	-
POST	/api/v1/admin/vendor/approvals/:approvalId/reject	vendor	yes	admin-jwt	ctrl.rejectProcurement	vendor.service	-
GET	/api/v1/admin/vendor/approvals/summary	vendor	yes	admin-jwt	ctrl.getProcurementApprovalsSummary	vendor.service	-
GET	/api/v1/admin/vendor/approvals/tasks	vendor	yes	admin-jwt	ctrl.listProcurementApprovalTasks	vendor.service	-
GET	/api/v1/admin/vendor/approvals/tasks/:id	vendor	yes	admin-jwt	ctrl.getProcurementApprovalTaskById	vendor.service	-
POST	/api/v1/admin/vendor/approvals/tasks/:id/decision	vendor	yes	admin-jwt	ctrl.submitProcurementDecision	vendor.service	-
GET	/api/v1/admin/vendor/certificates	vendor	yes	admin-jwt	ctrl.listCertificates	vendor.service	-
POST	/api/v1/admin/vendor/certificates	vendor	yes	admin-jwt	ctrl.createCertificate	vendor.service	-
DELETE	/api/v1/admin/vendor/certificates/:certificateId	vendor	yes	admin-jwt	ctrl.deleteCertificate	vendor.service	-
GET	/api/v1/admin/vendor/certificates/:certificateId	vendor	yes	admin-jwt	ctrl.getCertificateById	vendor.service	-
PATCH	/api/v1/admin/vendor/certificates/:certificateId	vendor	yes	admin-jwt	ctrl.patchCertificate	vendor.service	-
GET	/api/v1/admin/vendor/dashboard/summary	vendor	yes	admin-jwt	ctrl.getDashboardSummary	vendor.service	-
POST	/api/v1/admin/vendor/inbound/bulk-import	vendor	yes	admin-jwt	ctrl.createBulkImportJob	vendor.service	-
GET	/api/v1/admin/vendor/inbound/bulk-import/:jobId	vendor	yes	admin-jwt	ctrl.getBulkImportJobStatus	vendor.service	-
GET	/api/v1/admin/vendor/inbound/exceptions	vendor	yes	admin-jwt	ctrl.listInboundExceptions	vendor.service	-
POST	/api/v1/admin/vendor/inbound/exceptions	vendor	yes	admin-jwt	ctrl.createInboundException	vendor.service	-
POST	/api/v1/admin/vendor/inbound/exceptions/:exceptionId/resolve	vendor	yes	admin-jwt	ctrl.resolveInboundException	vendor.service	-
GET	/api/v1/admin/vendor/inbound/grn	vendor	yes	admin-jwt	ctrl.listGRNs	vendor.service	-
POST	/api/v1/admin/vendor/inbound/grn	vendor	yes	admin-jwt	ctrl.createGRN	vendor.service	-
GET	/api/v1/admin/vendor/inbound/grn/:grnId	vendor	yes	admin-jwt	ctrl.getGRNById	vendor.service	-
PUT	/api/v1/admin/vendor/inbound/grn/:grnId	vendor	yes	admin-jwt	ctrl.updateGRN	vendor.service	-
GET	/api/v1/admin/vendor/inbound/grns	vendor	yes	admin-jwt	ctrl.listGRNs	vendor.service	-
POST	/api/v1/admin/vendor/inbound/grns	vendor	yes	admin-jwt	ctrl.createGRN	vendor.service	-
GET	/api/v1/admin/vendor/inbound/grns/:grnId	vendor	yes	admin-jwt	ctrl.getGRNById	vendor.service	-
PUT	/api/v1/admin/vendor/inbound/grns/:grnId	vendor	yes	admin-jwt	ctrl.updateGRN	vendor.service	-
POST	/api/v1/admin/vendor/inbound/grns/:grnId/approve	vendor	yes	admin-jwt	ctrl.approveGRN	vendor.service	-
POST	/api/v1/admin/vendor/inbound/grns/:grnId/archive	vendor	yes	admin-jwt	ctrl.archiveGRN	vendor.service	-
POST	/api/v1/admin/vendor/inbound/grns/:grnId/reject	vendor	yes	admin-jwt	ctrl.rejectGRN	vendor.service	-
PATCH	/api/v1/admin/vendor/inbound/grns/:grnId/status	vendor	yes	admin-jwt	ctrl.patchGRNStatus	vendor.service	-
GET	/api/v1/admin/vendor/inbound/overview	vendor	yes	admin-jwt	ctrl.getInboundOverview	vendor.service	-
GET	/api/v1/admin/vendor/inbound/report	vendor	yes	admin-jwt	ctrl.getInboundReport	vendor.service	-
GET	/api/v1/admin/vendor/inbound/rtvs	vendor	yes	admin-jwt	ctrl.listRTVs	vendor.service	-
POST	/api/v1/admin/vendor/inbound/rtvs	vendor	yes	admin-jwt	ctrl.createRTV	vendor.service	-
PATCH	/api/v1/admin/vendor/inbound/rtvs/:rtvId/status	vendor	yes	admin-jwt	ctrl.patchRTVStatus	vendor.service	-
GET	/api/v1/admin/vendor/inbound/shipments	vendor	yes	admin-jwt	ctrl.listShipments	vendor.service	-
POST	/api/v1/admin/vendor/inbound/shipments	vendor	yes	admin-jwt	ctrl.createShipment	vendor.service	-
PATCH	/api/v1/admin/vendor/inbound/shipments/:shipmentId/status	vendor	yes	admin-jwt	ctrl.patchShipmentStatus	vendor.service	-
GET	/api/v1/admin/vendor/inventory	vendor	yes	admin-jwt	ctrl.listVendorInventory	vendor.service	-
GET	/api/v1/admin/vendor/inventory/:vendorId	vendor	yes	admin-jwt	ctrl.getVendorInventorySummary	vendor.service	-
GET	/api/v1/admin/vendor/inventory/:vendorId/aging-alerts	vendor	yes	admin-jwt	ctrl.listVendorAgingAlerts	vendor.service	-
POST	/api/v1/admin/vendor/inventory/:vendorId/aging-alerts/:alertId/ack	vendor	yes	admin-jwt	ctrl.ackVendorAgingAlert	vendor.service	-
GET	/api/v1/admin/vendor/inventory/:vendorId/aging-inventory	vendor	yes	admin-jwt	ctrl.getVendorAgingInventory	vendor.service	-
POST	/api/v1/admin/vendor/inventory/:vendorId/aging-inventory/:itemId/liquidate	vendor	yes	admin-jwt	ctrl.liquidateAgingItem	vendor.service	-
POST	/api/v1/admin/vendor/inventory/:vendorId/aging-inventory/:itemId/return	vendor	yes	admin-jwt	ctrl.returnAgingItem	vendor.service	-
GET	/api/v1/admin/vendor/inventory/:vendorId/kpis	vendor	yes	admin-jwt	ctrl.getVendorInventoryKPIs	vendor.service	-
POST	/api/v1/admin/vendor/inventory/:vendorId/reconcile	vendor	yes	admin-jwt	ctrl.reconcileVendorInventory	vendor.service	-
GET	/api/v1/admin/vendor/inventory/:vendorId/stock	vendor	yes	admin-jwt	ctrl.listVendorStock	vendor.service	-
GET	/api/v1/admin/vendor/inventory/:vendorId/stockouts	vendor	yes	admin-jwt	ctrl.getVendorStockouts	vendor.service	-
POST	/api/v1/admin/vendor/inventory/:vendorId/stockouts/alert-all	vendor	yes	admin-jwt	ctrl.alertAllVendorsStockout	vendor.service	-
POST	/api/v1/admin/vendor/inventory/:vendorId/stockouts/bulk-reorder	vendor	yes	admin-jwt	ctrl.bulkReorderStockouts	vendor.service	-
GET	/api/v1/admin/vendor/inventory/:vendorId/supply-performance	vendor	yes	admin-jwt	ctrl.getVendorSupplyPerformance	vendor.service	-
POST	/api/v1/admin/vendor/inventory/:vendorId/sync	vendor	yes	admin-jwt	ctrl.syncVendorInventory	vendor.service	-
GET	/api/v1/admin/vendor/inventory/hub/aging-alerts	vendor	yes	admin-jwt	ctrl.listHubAgingAlerts	vendor.service	-
GET	/api/v1/admin/vendor/invoices	vendor	yes	admin-jwt	ctrl.listVendorInvoices	vendor.service	-
GET	/api/v1/admin/vendor/invoices/:id	vendor	yes	admin-jwt	ctrl.getVendorInvoiceById	vendor.service	-
POST	/api/v1/admin/vendor/invoices/:id/approve	vendor	yes	admin-jwt	ctrl.approveVendorInvoice	vendor.service	-
POST	/api/v1/admin/vendor/invoices/:id/mark-paid	vendor	yes	admin-jwt	ctrl.markVendorInvoicePaid	vendor.service	-
POST	/api/v1/admin/vendor/invoices/:id/reject	vendor	yes	admin-jwt	ctrl.rejectVendorInvoice	vendor.service	-
GET	/api/v1/admin/vendor/notifications	vendor	yes	admin-jwt	ctrl.listVendorNotifications	vendor.service	-
PATCH	/api/v1/admin/vendor/notifications/:notifId/read	vendor	yes	admin-jwt	ctrl.markVendorNotificationRead	vendor.service	-
PUT	/api/v1/admin/vendor/notifications/:notifId/read	vendor	yes	admin-jwt	ctrl.markVendorNotificationRead	vendor.service	-
POST	/api/v1/admin/vendor/notifications/read-all	vendor	yes	admin-jwt	ctrl.markAllVendorNotificationsRead	vendor.service	-
GET	/api/v1/admin/vendor/payments	vendor	yes	admin-jwt	ctrl.listVendorPayments	vendor.service	-
POST	/api/v1/admin/vendor/payments	vendor	yes	admin-jwt	ctrl.createVendorPayment	vendor.service	-
POST	/api/v1/admin/vendor/payments/:paymentId/cancel	vendor	yes	admin-jwt	ctrl.cancelVendorPayment	vendor.service	-
POST	/api/v1/admin/vendor/public/complete-profile	vendor	yes	admin-jwt	ctrl.completeVendorProfile	vendor.service	-
POST	/api/v1/admin/vendor/public/upload-documents/:vendorId	vendor	yes	admin-jwt	ctrl.uploadVendorDocuments	vendor.service	-
GET	/api/v1/admin/vendor/public/verify-token	vendor	yes	admin-jwt	ctrl.verifyInviteToken	vendor.service	-
GET	/api/v1/admin/vendor/purchase-orders	vendor	yes	admin-jwt	ctrl.listPurchaseOrders	vendor.service	-
POST	/api/v1/admin/vendor/purchase-orders	vendor	yes	admin-jwt	ctrl.createPurchaseOrder	vendor.service	-
DELETE	/api/v1/admin/vendor/purchase-orders/:poId	vendor	yes	admin-jwt	ctrl.deletePurchaseOrder	vendor.service	-
GET	/api/v1/admin/vendor/purchase-orders/:poId	vendor	yes	admin-jwt	ctrl.getPurchaseOrderById	vendor.service	-
PATCH	/api/v1/admin/vendor/purchase-orders/:poId	vendor	yes	admin-jwt	ctrl.updatePurchaseOrder	vendor.service	-
PUT	/api/v1/admin/vendor/purchase-orders/:poId	vendor	yes	admin-jwt	ctrl.updatePurchaseOrder	vendor.service	-
POST	/api/v1/admin/vendor/purchase-orders/:poId/actions	vendor	yes	admin-jwt	ctrl.postPurchaseOrderAction	vendor.service	-
POST	/api/v1/admin/vendor/purchase-orders/:poId/approve	vendor	yes	admin-jwt	ctrl.approvePurchaseOrder	vendor.service	-
GET	/api/v1/admin/vendor/purchase-orders/:poId/events	vendor	yes	admin-jwt	ctrl.getPurchaseOrderEvents	vendor.service	-
POST	/api/v1/admin/vendor/purchase-orders/:poId/reject	vendor	yes	admin-jwt	ctrl.rejectPurchaseOrder	vendor.service	-
POST	/api/v1/admin/vendor/purchase-orders/bulk-upload	vendor	yes	admin-jwt	ctrl.bulkUploadPurchaseOrders	vendor.service	-
GET	/api/v1/admin/vendor/purchase-orders/overview	vendor	yes	admin-jwt	ctrl.getPurchaseOrderOverview	vendor.service	-
GET	/api/v1/admin/vendor/qc	vendor	yes	admin-jwt	ctrl.listQCChecks	vendor.service	-
POST	/api/v1/admin/vendor/qc	vendor	yes	admin-jwt	ctrl.createQCCheck	vendor.service	-
GET	/api/v1/admin/vendor/qc-compliance/audits	vendor	yes	admin-jwt	ctrl.listQCComplianceAudits	vendor.service	-
POST	/api/v1/admin/vendor/qc-compliance/audits	vendor	yes	admin-jwt	ctrl.createQCComplianceAudit	vendor.service	-
DELETE	/api/v1/admin/vendor/qc-compliance/audits/:id	vendor	yes	admin-jwt	ctrl.deleteQCComplianceAudit	vendor.service	-
GET	/api/v1/admin/vendor/qc-compliance/audits/:id	vendor	yes	admin-jwt	ctrl.getQCComplianceAuditById	vendor.service	-
PATCH	/api/v1/admin/vendor/qc-compliance/audits/:id	vendor	yes	admin-jwt	ctrl.updateQCComplianceAudit	vendor.service	-
GET	/api/v1/admin/vendor/qc-compliance/certificates	vendor	yes	admin-jwt	ctrl.listQCComplianceCertificates	vendor.service	-
POST	/api/v1/admin/vendor/qc-compliance/certificates	vendor	yes	admin-jwt	ctrl.createQCComplianceCertificate	vendor.service	-
DELETE	/api/v1/admin/vendor/qc-compliance/certificates/:certId	vendor	yes	admin-jwt	ctrl.deleteQCComplianceCertificate	vendor.service	-
PATCH	/api/v1/admin/vendor/qc-compliance/certificates/:certId	vendor	yes	admin-jwt	ctrl.updateQCComplianceCertificate	vendor.service	-
GET	/api/v1/admin/vendor/qc-compliance/ratings	vendor	yes	admin-jwt	ctrl.listVendorRatings	vendor.service	-
DELETE	/api/v1/admin/vendor/qc-compliance/ratings/:vendorId	vendor	yes	admin-jwt	ctrl.deleteVendorRating	vendor.service	-
PATCH	/api/v1/admin/vendor/qc-compliance/ratings/:vendorId	vendor	yes	admin-jwt	ctrl.updateVendorRating	vendor.service	-
POST	/api/v1/admin/vendor/qc-compliance/ratings/:vendorId/recalculate	vendor	yes	admin-jwt	ctrl.recalculateVendorRating	vendor.service	-
GET	/api/v1/admin/vendor/qc-compliance/temperature	vendor	yes	admin-jwt	ctrl.listQCTemperature	vendor.service	-
POST	/api/v1/admin/vendor/qc-compliance/temperature	vendor	yes	admin-jwt	ctrl.createQCTemperature	vendor.service	-
DELETE	/api/v1/admin/vendor/qc-compliance/temperature/:tempId	vendor	yes	admin-jwt	ctrl.deleteQCTemperature	vendor.service	-
PATCH	/api/v1/admin/vendor/qc-compliance/temperature/:tempId	vendor	yes	admin-jwt	ctrl.updateQCTemperature	vendor.service	-
PUT	/api/v1/admin/vendor/qc/:checkId	vendor	yes	admin-jwt	ctrl.updateQCCheck	vendor.service	-
DELETE	/api/v1/admin/vendor/qc/:qcId	vendor	yes	admin-jwt	ctrl.deleteQCCheck	vendor.service	-
GET	/api/v1/admin/vendor/qc/:qcId	vendor	yes	admin-jwt	ctrl.getQCCheck	vendor.service	-
PATCH	/api/v1/admin/vendor/qc/:qcId	vendor	yes	admin-jwt	ctrl.patchQCCheck	vendor.service	-
GET	/api/v1/admin/vendor/qc/overview	vendor	yes	admin-jwt	ctrl.getQCOverview	vendor.service	-
GET	/api/v1/admin/vendor/reports	vendor	yes	admin-jwt	ctrl.getReports	vendor.service	-
GET	/api/v1/admin/vendor/reports/customers/insights	vendor	yes	admin-jwt	ctrl.getCustomerInsights	vendor.service	-
GET	/api/v1/admin/vendor/reports/customers/top	vendor	yes	admin-jwt	ctrl.getTopCustomers	vendor.service	-
GET	/api/v1/admin/vendor/reports/financial/summary	vendor	yes	admin-jwt	ctrl.getFinancialSummary	vendor.service	-
GET	/api/v1/admin/vendor/reports/orders/analytics	vendor	yes	admin-jwt	ctrl.getOrderAnalytics	vendor.service	-
GET	/api/v1/admin/vendor/reports/products/performance	vendor	yes	admin-jwt	ctrl.getProductPerformance	vendor.service	-
GET	/api/v1/admin/vendor/reports/revenue/category	vendor	yes	admin-jwt	ctrl.getRevenueByCategory	vendor.service	-
GET	/api/v1/admin/vendor/reports/sales/data	vendor	yes	admin-jwt	ctrl.getSalesData	vendor.service	-
GET	/api/v1/admin/vendor/reports/sales/hourly	vendor	yes	admin-jwt	ctrl.getHourlySales	vendor.service	-
GET	/api/v1/admin/vendor/reports/sales/overview	vendor	yes	admin-jwt	ctrl.getSalesOverview	vendor.service	-
GET	/api/v1/admin/vendor/system-gateway/logs	vendor	yes	admin-jwt	ctrl.getSystemGatewayLogs	vendor.service	-
POST	/api/v1/admin/vendor/system-gateway/logs	vendor	yes	admin-jwt	ctrl.createSystemGatewayLog	vendor.service	-
GET	/api/v1/admin/vendor/system-gateway/services	vendor	yes	admin-jwt	ctrl.listSystemGatewayServices	vendor.service	-
POST	/api/v1/admin/vendor/system-gateway/services	vendor	yes	admin-jwt	ctrl.upsertSystemGatewayService	vendor.service	-
GET	/api/v1/admin/vendor/system-gateway/services/:id	vendor	yes	admin-jwt	ctrl.getSystemGatewayServiceById	vendor.service	-
PUT	/api/v1/admin/vendor/system-gateway/services/:id	vendor	yes	admin-jwt	ctrl.upsertSystemGatewayService	vendor.service	-
GET	/api/v1/admin/vendor/utilities/audit-logs	vendor	yes	admin-jwt	ctrl.getVendorAuditLogs	vendor.service	-
POST	/api/v1/admin/vendor/utilities/audit-logs/export	vendor	yes	admin-jwt	ctrl.exportVendorAuditLogs	vendor.service	-
POST	/api/v1/admin/vendor/utilities/bulk-upload	vendor	yes	admin-jwt	ctrl.bulkUploadUtility	vendor.service	-
GET	/api/v1/admin/vendor/utilities/bulk-upload/template	vendor	yes	admin-jwt	ctrl.getBulkUploadTemplate	vendor.service	-
